,country,date,UNEMP_rate
1570,KOR,2023-04-01,2.566667
1571,USA,2023-04-01,3.533333
1572,CAN,2023-07-01,5.5
1573,DEU,2023-07-01,3.033333
1574,FRA,2023-07-01,7.4
1575,GBR,2023-07-01,4.1
1576,ITA,2023-07-01,7.7
1577,JPN,2023-07-01,2.6
1578,KOR,2023-07-01,2.666667
1579,USA,2023-07-01,3.666667
1580,CAN,2023-10-01,5.733333
1581,DEU,2023-10-01,3.133333
1582,FRA,2023-10-01,7.566667
1583,GBR,2023-10-01,3.9
1584,ITA,2023-10-01,7.466667
1585,JPN,2023-10-01,2.566667
1586,KOR,2023-10-01,2.833333
1587,USA,2023-10-01,3.8
1588,CAN,2024-01-01,5.9
1589,DEU,2024-01-01,3.266667
1590,FRA,2024-01-01,7.466667
1591,GBR,2024-01-01,4.3
1592,ITA,2024-01-01,7.133333
1593,JPN,2024-01-01,2.566667
1594,KOR,2024-01-01,2.8
1595,USA,2024-01-01,3.833333
1596,CAN,2024-04-01,6.3
1597,DEU,2024-04-01,3.433333
1598,FRA,2024-04-01,7.366667
1599,GBR,2024-04-01,4.2
1600,ITA,2024-04-01,6.733333
1601,JPN,2024-04-01,2.566667
1602,KOR,2024-04-01,2.8
1603,USA,2024-04-01,4.0
1604,CAN,2024-07-01,6.566667
1605,DEU,2024-07-01,3.5
1606,FRA,2024-07-01,7.4
1607,GBR,2024-07-01,4.3
1608,ITA,2024-07-01,6.266667
1609,JPN,2024-07-01,2.5
1610,KOR,2024-07-01,2.533333
1611,USA,2024-07-01,4.166667
1612,CAN,2024-10-01,6.733333
1613,DEU,2024-10-01,3.433333
1614,FRA,2024-10-01,7.333333
1615,GBR,2024-10-01,4.4
1616,ITA,2024-10-01,6.1
1617,JPN,2024-10-01,2.5
1618,KOR,2024-10-01,3.033333
1619,USA,2024-10-01,4.133333
