country,date,Y,C,G,I,EX,IM
DEU,2011-01-01,4500300.0,2356066.5,871061.1,903043.5,1658695.6,1360944.2
FRA,2011-01-01,3274144.5,1772274.2,791603.2,691885.4,880930.0,898736.9
GBR,2011-01-01,3045525.5,1831469.4,705328.1,466332.7,887526.2,821488.6
IND,2011-01-01,5955841.7,3491908.8,745059.9,1730406.6,1442394.9,1491709.2
IRL,2011-01-01,265668.5,114257.6,45837.6,44396.9,251860.3,209412.0
ITA,2011-01-01,2920127.2,1742764.8,566139.2,560317.1,723715.0,709732.8
JPN,2011-01-01,5141404.8,2878207.3,981317.2,1212693.1,761511.2,706205.9
KOR,2011-01-01,1957679.2,1020149.0,272940.9,587721.0,696225.7,631623.0
MEX,2011-01-01,2281567.2,1532866.7,264838.7,552380.5,689428.4,752619.8
USA,2011-01-01,17827726.0,12030705.1,2991091.6,3155115.2,2006250.4,2351372.7
CAN,2011-04-01,1642069.3,922226.0,374771.4,423669.6,457685.5,543248.3
DEU,2011-04-01,4512501.3,2365220.6,875195.6,911066.4,1681252.4,1394786.1
FRA,2011-04-01,3273727.8,1749277.4,793210.6,694539.7,888790.9,885273.6
GBR,2011-04-01,3048211.6,1826559.9,692896.2,461324.3,874685.2,846050.2
IND,2011-04-01,6028005.4,3819299.4,618150.3,1774297.3,1428956.0,1639156.8
IRL,2011-04-01,269463.5,113718.3,46473.7,50469.8,250351.5,210096.2
ITA,2011-04-01,2914622.1,1740681.0,563778.9,552811.7,729725.5,699098.5
JPN,2011-04-01,5097916.9,2899265.4,985952.5,1202237.3,704138.8,702661.3
KOR,2011-04-01,1966176.9,1028015.8,275406.9,602495.3,706648.7,670630.0
MEX,2011-04-01,2291261.1,1537781.7,266860.4,572666.7,682855.6,757250.9
USA,2011-04-01,17948345.3,12043084.1,2974181.6,3204297.4,2040225.1,2360162.3
CAN,2011-07-01,1664536.9,926196.5,376404.8,425368.7,482981.9,547537.7
DEU,2011-07-01,4536903.6,2374374.7,875848.4,922319.4,1698265.7,1394621.0
FRA,2011-07-01,3285484.5,1750021.9,798241.1,697935.1,899186.1,890084.8
GBR,2011-07-01,3057586.8,1832678.8,691489.4,471872.4,884688.9,844508.2
IND,2011-07-01,6027773.5,3560245.8,778562.4,1812746.8,1408238.4,1631078.9
IRL,2011-07-01,265449.3,111756.7,45791.1,45514.7,247806.4,207564.6
ITA,2011-07-01,2902115.3,1735382.2,556875.8,546352.6,728657.0,690438.6
JPN,2011-07-01,5221076.4,2944576.6,989604.5,1220045.3,769639.5,725614.9
KOR,2011-07-01,1975271.1,1026483.0,279749.5,595499.5,721761.6,641784.6
MEX,2011-07-01,2332205.2,1555245.7,271716.4,590541.6,709250.9,769968.5
USA,2011-07-01,17944340.5,12079734.7,2927997.1,3302879.0,2068308.8,2386345.0
CAN,2011-10-01,1677765.3,931742.3,377229.6,429535.4,489168.2,552922.6
DEU,2011-10-01,4536903.9,2381302.1,880962.1,917943.2,1689281.2,1381084.2
FRA,2011-10-01,3295554.8,1746541.1,800393.9,706044.2,912714.6,882252.1
GBR,2011-10-01,3061439.0,1836412.0,697453.9,476032.8,897954.0,850053.4
IND,2011-10-01,6125959.5,3655671.7,667229.1,1858721.4,1520580.6,1817670.6
IRL,2011-10-01,266988.6,112480.1,44747.3,49223.7,251234.5,211425.4
ITA,2011-10-01,2874307.2,1713293.0,564038.9,537165.7,725854.5,667494.1
JPN,2011-10-01,5215125.9,2961770.6,992828.4,1238856.1,749334.5,737144.3
KOR,2011-10-01,1988518.0,1029528.8,281467.9,601294.8,728230.7,649392.9
MEX,2011-10-01,2349069.2,1558105.0,274081.7,603853.7,747448.4,770108.5
USA,2011-10-01,18145864.2,12100573.9,2928097.4,3367230.1,2083985.1,2417674.6
CAN,2012-01-01,1678824.5,936967.0,377729.0,441447.3,488306.7,562865.0
DEU,2012-01-01,4546664.5,2393177.8,881723.6,919115.5,1724454.8,1380589.0
FRA,2012-01-01,3296420.5,1748887.2,804144.8,699913.1,915968.1,886538.1
GBR,2012-01-01,3088137.5,1836986.4,719313.2,483262.8,919699.6,856799.0
IND,2012-01-01,6210545.7,3809072.1,868004.7,1902283.6,1496297.3,1826003.8
IRL,2012-01-01,261807.8,110881.2,44752.9,52225.0,242609.0,205633.1
ITA,2012-01-01,2841485.0,1686817.9,557601.4,508076.0,731089.4,647759.6
JPN,2012-01-01,5287303.2,2975251.6,1002621.4,1251023.5,772739.2,751449.8
KOR,2012-01-01,2007529.3,1035934.2,288326.2,616030.5,731520.0,667324.3
MEX,2012-01-01,2372009.1,1551961.1,277294.5,600499.1,753677.5,790248.7
USA,2012-01-01,18298033.8,12187851.9,2927474.9,3436464.0,2109436.8,2429586.8
CAN,2012-04-01,1684281.9,938260.2,376700.7,446069.6,488720.3,563016.9
DEU,2012-04-01,4551056.9,2397136.4,885531.7,920782.5,1737644.7,1385211.3
FRA,2012-04-01,3282133.0,1746473.0,807948.3,694099.9,919421.8,893294.9
GBR,2012-04-01,3084441.9,1851135.0,695786.1,470917.1,876543.5,872947.4
IND,2012-04-01,6282460.7,3793307.5,692805.6,1919408.3,1497984.9,1725501.4
IRL,2012-04-01,268098.4,111418.6,44962.0,62575.5,246303.2,208957.3
ITA,2012-04-01,2819940.6,1674845.0,548272.8,501598.0,737391.6,638641.0
JPN,2012-04-01,5238421.2,2979379.8,1000249.6,1258023.9,766079.6,768138.8
KOR,2012-04-01,2016004.7,1039356.6,287891.7,592208.8,748095.7,664132.9
MEX,2012-04-01,2387831.2,1569195.9,278982.3,604321.6,784753.4,794082.3
USA,2012-04-01,18379704.3,12209257.2,2911753.8,3488707.6,2130205.8,2438619.6
CAN,2012-07-01,1686586.9,943993.1,379036.1,445437.2,485449.7,569083.9
DEU,2012-07-01,4560817.9,2404311.1,889339.8,917448.4,1757334.3,1389338.3
FRA,2012-07-01,3289591.6,1748507.5,810238.5,696786.6,922246.4,900243.3
GBR,2012-07-01,3113780.1,1871722.8,702164.4,466564.4,898618.9,864549.3
IND,2012-07-01,6395167.9,3880493.6,866385.4,1914945.1,1800878.1,1897853.5
IRL,2012-07-01,264114.4,112914.6,44718.0,50204.6,249647.7,205793.9
ITA,2012-07-01,2800493.2,1664223.9,549816.4,489220.2,747593.8,636103.6
JPN,2012-07-01,5218096.1,2978282.2,1003298.8,1250162.7,738099.2,765256.6
KOR,2012-07-01,2024992.9,1048577.7,291081.1,586849.0,769318.8,669259.3
MEX,2012-07-01,2392197.2,1586472.0,276710.0,609316.3,756337.1,797845.6
USA,2012-07-01,18406176.2,12234016.4,2917822.8,3481948.8,2143254.0,2451711.4
CAN,2012-10-01,1690057.9,949086.2,378780.6,448660.5,484232.6,567113.7
DEU,2012-10-01,4545688.5,2393672.6,891298.2,910988.2,1727131.0,1378277.8
FRA,2012-10-01,3289825.3,1752839.0,813330.9,693024.1,924080.6,892252.0
GBR,2012-10-01,3110693.7,1894094.3,711209.8,485297.8,876506.9,850585.8
IND,2012-10-01,6471070.0,3982861.2,574187.5,1913911.1,1452364.2,1873966.2
IRL,2012-10-01,265603.4,112561.2,43937.2,50600.9,258036.7,207860.5
ITA,2012-10-01,2780695.4,1654851.0,542645.0,478590.3,736510.3,614330.1
JPN,2012-10-01,5216128.4,2991375.3,1010216.4,1247865.1,712970.3,744838.1
KOR,2012-10-01,2040069.1,1051475.4,293943.6,585924.9,776132.3,660803.6
MEX,2012-10-01,2410893.3,1601278.8,277266.1,597213.6,753075.2,825314.5
USA,2012-10-01,18427461.2,12282771.8,2891912.3,3522865.0,2145312.5,2428612.8
CAN,2013-01-01,1705185.9,955440.5,374817.1,451132.5,491885.1,573794.4
DEU,2013-01-01,4520430.8,2386745.1,898805.5,878037.2,1721922.6,1381454.0
FRA,2013-01-01,3292422.5,1753157.6,817241.7,687129.0,926881.0,899041.1
GBR,2013-01-01,3121055.2,1884159.4,702272.6,471086.7,895546.0,852821.0
IND,2013-01-01,6574525.3,3999739.3,816394.9,1962710.8,1501243.3,1832930.6
IRL,2013-01-01,264103.7,111599.8,42779.4,51087.3,254269.9,207097.5
ITA,2013-01-01,2755551.3,1632546.8,543324.4,462760.9,739812.0,615397.3
JPN,2013-01-01,5286053.8,3035502.2,1008219.1,1253197.4,735848.5,750324.6
KOR,2013-01-01,2056249.8,1049327.7,298864.0,597957.3,776003.5,667698.1
MEX,2013-01-01,2413393.8,1614164.7,275996.2,594362.4,759114.5,830775.4
USA,2013-01-01,18609259.3,12362632.7,2873092.6,3564425.7,2156447.6,2426527.4
CAN,2013-04-01,1715005.9,964203.8,373147.8,451234.6,500905.8,579857.9
DEU,2013-04-01,4575093.4,2407032.4,897282.2,911587.4,1727466.0,1405061.6
FRA,2013-04-01,3321156.9,1758890.5,822159.1,691618.7,949215.8,919428.0
GBR,2013-04-01,3142010.2,1902571.3,706626.6,490747.1,904162.6,896002.2
IND,2013-04-01,6666819.5,4088301.8,824080.4,1952763.0,1549136.0,1673673.7
IRL,2013-04-01,270346.9,111538.5,42877.4,48182.6,266710.0,212949.4
ITA,2013-04-01,2755400.8,1628276.0,548065.3,463999.5,735800.5,609877.1
JPN,2013-04-01,5334450.2,3058646.6,1021671.0,1291844.2,760869.7,774464.7
KOR,2013-04-01,2079485.6,1060202.6,304456.8,613621.9,788644.6,673017.4
MEX,2013-04-01,2403595.5,1616349.8,276492.3,577071.8,769354.8,836139.2
USA,2013-04-01,18659064.4,12397962.7,2870955.3,3592464.6,2176000.3,2461760.7
CAN,2013-07-01,1729108.6,970949.4,375017.0,451720.5,497382.8,577215.9
DEU,2013-07-01,4598032.4,2415939.3,904354.3,912108.4,1756712.7,1426192.7
FRA,2013-07-01,3320384.7,1761187.0,824470.6,695353.5,947003.0,925969.5
GBR,2013-07-01,3167989.3,1924871.1,706263.8,502821.4,901157.8,893767.1
IND,2013-07-01,6773563.3,4120004.8,846195.1,1943432.5,1777943.8,1742898.3
IRL,2013-07-01,279787.7,112365.8,44072.4,55822.8,269606.9,212047.1
ITA,2013-07-01,2764359.9,1633020.6,540925.5,462442.0,748107.5,622697.7
JPN,2013-07-01,5385765.3,3075180.4,1021794.2,1325982.9,759629.3,788620.3
KOR,2013-07-01,2100343.1,1067707.2,305103.0,612018.8,785847.2,678400.3
MEX,2013-07-01,2418267.8,1622466.9,281908.8,573019.3,805429.1,835575.5
USA,2013-07-01,18817926.5,12448367.2,2851189.3,3648800.4,2194631.6,2479447.6
CAN,2013-10-01,1747204.9,976737.6,377322.8,453340.6,504296.4,578291.3
DEU,2013-10-01,4603401.3,2399857.7,904680.7,929821.2,1785577.1,1426522.9
FRA,2013-10-01,3344413.5,1770479.3,827199.4,703671.5,963222.9,936691.9
GBR,2013-10-01,3189135.8,1931177.8,719835.2,502747.9,880883.2,913883.5
IND,2013-10-01,6922657.6,4285304.3,591597.5,1967075.3,1689618.4,1610474.1
IRL,2013-10-01,278654.0,113056.0,44603.6,55974.1,277283.3,219446.7
ITA,2013-10-01,2762062.3,1636299.5,542314.8,455681.9,742227.3,621477.4
JPN,2013-10-01,5380653.4,3069988.0,1024083.5,1344306.1,756792.3,811191.0
KOR,2013-10-01,2118745.8,1074472.4,309383.9,615636.0,795055.3,691834.3
MEX,2013-10-01,2430244.7,1628845.0,284521.4,573320.7,803411.6,834273.9
USA,2013-10-01,18981970.2,12557998.6,2829491.0,3692412.4,2257859.1,2499044.9
CAN,2014-01-01,1750157.6,979511.8,378410.3,454382.5,502633.0,574854.1
DEU,2014-01-01,4651473.6,2408083.6,908706.4,947039.5,1785149.9,1429040.4
FRA,2014-01-01,3341189.5,1765888.6,829341.2,693555.1,966038.2,944917.6
GBR,2014-01-01,3215091.7,1937097.9,723998.2,519700.7,886584.0,899864.8
IND,2014-01-01,7002892.0,4306203.4,704740.8,1968134.7,1722989.2,1706097.9
IRL,2014-01-01,289377.6,112844.8,44031.0,60113.8,286739.7,228237.5
ITA,2014-01-01,2760852.1,1629928.4,540655.4,455463.6,749828.2,628148.4
JPN,2014-01-01,5421568.7,3129769.9,1027166.4,1362469.0,803221.2,864471.4
KOR,2014-01-01,2134997.3,1080352.1,312381.4,625082.8,802619.7,684324.9
MEX,2014-01-01,2446034.6,1634026.1,283020.4,580030.9,816212.1,858296.7
USA,2014-01-01,18916464.2,12603178.4,2831673.7,3713225.6,2236240.8,2531303.9
CAN,2014-04-01,1766111.2,988446.5,376995.6,458323.5,533013.4,594262.6
DEU,2014-04-01,4652937.8,2416248.2,913602.4,936619.8,1801397.6,1452810.8
FRA,2014-04-01,3346309.4,1777391.9,831763.5,692442.3,964382.9,950835.8
GBR,2014-04-01,3244957.8,1946580.0,728218.6,518050.0,899990.4,904907.7
IND,2014-04-01,7163234.5,4377561.6,843406.3,1994187.4,1750117.3,1688546.4
IRL,2014-04-01,297799.3,114249.2,45443.7,58328.8,304758.4,241592.2
ITA,2014-04-01,2762185.0,1632747.3,536935.6,450231.2,753479.7,640190.9
JPN,2014-04-01,5325131.9,2976779.5,1023829.3,1316618.1,814115.8,828111.3
KOR,2014-04-01,2155266.0,1081265.1,315441.1,630855.0,810025.4,687327.2
MEX,2014-04-01,2478032.9,1653968.4,283396.9,591294.9,839226.5,879057.2
USA,2014-04-01,19160835.1,12724243.9,2822089.6,3817620.7,2284549.1,2588954.6
CAN,2014-07-01,1783040.7,995804.0,377167.8,464613.9,540973.8,596696.3
DEU,2014-07-01,4676851.4,2434804.4,920348.0,934744.2,1833510.8,1461394.6
FRA,2014-07-01,3366493.2,1781677.9,835322.9,695530.7,975879.3,967467.7
GBR,2014-07-01,3270269.7,1977384.4,728867.9,527281.0,902670.6,937646.5
IND,2014-07-01,7294020.6,4455167.8,931346.2,2031004.9,1721219.9,1735563.0
IRL,2014-07-01,301590.0,114674.5,45417.8,65339.9,316774.2,249389.0
ITA,2014-07-01,2762784.1,1639363.9,541749.2,449501.2,758849.4,643559.0
JPN,2014-07-01,5330205.3,3002923.3,1030610.8,1318845.7,826266.2,841436.2
KOR,2014-07-01,2160817.8,1086578.6,318771.9,633727.1,797408.4,687584.8
MEX,2014-07-01,2481664.8,1655821.2,289455.6,588388.5,847464.9,888443.4
USA,2014-07-01,19393714.2,12850008.8,2842944.2,3884912.0,2293977.5,2593827.4
CAN,2014-10-01,1795364.5,1003273.2,376026.5,470776.3,543882.0,601457.1
DEU,2014-10-01,4711502.2,2448412.0,926876.1,942767.4,1867535.6,1487641.3
FRA,2014-10-01,3359808.6,1793390.1,837778.7,686049.7,984643.5,975238.0
GBR,2014-10-01,3293040.6,1988501.1,727034.6,540802.5,928635.5,995253.3
IND,2014-10-01,7405907.4,4424969.7,762898.5,1984261.0,1745876.4,1732952.6
IRL,2014-10-01,301900.0,116598.6,45047.4,65796.1,315177.3,258919.9
ITA,2014-10-01,2759919.6,1645751.5,542240.1,453213.4,772065.4,644394.7
JPN,2014-10-01,5355622.1,3008288.1,1033128.6,1327313.2,850669.4,844002.9
KOR,2014-10-01,2172324.0,1092387.4,324057.0,637347.7,801912.7,688771.7
MEX,2014-10-01,2502792.4,1667535.3,289327.2,610558.9,873556.6,909141.1
USA,2014-10-01,19491794.6,12998085.3,2833217.6,3936516.3,2312987.8,2661916.0
CAN,2015-01-01,1785368.3,1004974.9,381150.0,450932.6,538330.7,598736.0
DEU,2015-01-01,4700888.3,2458802.2,931146.2,940813.1,1879006.5,1514220.1
FRA,2015-01-01,3378900.9,1801528.0,839322.0,690755.9,997658.4,995436.8
GBR,2015-01-01,3301922.7,1998828.1,728460.5,559733.7,925201.4,987925.0
IND,2015-01-01,7530643.7,4616270.4,653998.8,2025823.2,1642277.7,1634743.2
IRL,2015-01-01,364150.3,115671.6,45529.2,74383.4,401292.2,290084.7
ITA,2015-01-01,2769612.6,1658927.6,536946.4,456572.6,783959.9,672961.8
JPN,2015-01-01,5436037.3,3022558.3,1042932.5,1361689.2,863581.8,852001.7
KOR,2015-01-01,2191102.8,1102455.4,326064.8,651175.3,802737.4,690008.3
MEX,2015-01-01,2514579.9,1678079.6,292651.9,601201.8,888711.6,908891.0
USA,2015-01-01,19667315.3,13097815.5,2859183.1,3945638.8,2294680.4,2701560.4
CAN,2015-04-01,1780494.3,1010371.9,381549.9,438506.4,545594.1,600187.2
DEU,2015-04-01,4729682.8,2469688.5,936586.4,944043.3,1911505.3,1517851.7
FRA,2015-04-01,3380455.2,1803900.7,840793.2,688131.0,1015722.3,999521.3
GBR,2015-04-01,3322361.4,2010116.1,735163.4,562204.0,954296.7,966100.8
IND,2015-04-01,7691930.7,4690636.2,883612.9,2055827.1,1635623.1,1591025.8
IRL,2015-04-01,356757.3,117412.4,45968.8,87713.1,411286.7,316928.4
ITA,2015-04-01,2780522.7,1672348.7,537840.3,462819.7,792087.8,679610.7
JPN,2015-04-01,5445012.7,3026235.0,1044080.6,1351295.2,834442.6,833198.2
KOR,2015-04-01,2200526.0,1105923.2,329851.8,660350.5,801060.4,690890.4
MEX,2015-04-01,2537440.8,1689203.1,291539.0,619777.4,907453.0,926103.2
USA,2015-04-01,19789135.7,13187964.8,2873390.4,4000953.1,2300834.0,2722718.1
CAN,2015-07-01,1786870.2,1017997.8,383763.3,432918.6,556560.8,593049.2
DEU,2015-07-01,4751645.0,2484286.0,945399.5,948940.6,1911123.0,1532708.3
FRA,2015-07-01,3389435.8,1812693.2,842978.3,693826.4,1014976.6,1014951.0
GBR,2015-07-01,3334910.0,2034426.0,741904.5,558026.6,924128.3,965015.9
IND,2015-07-01,7833941.1,4760605.5,1015274.9,2112282.2,1638762.2,1672577.8
IRL,2015-07-01,365022.5,118901.6,45930.2,85881.6,431273.9,331885.1
ITA,2015-07-01,2781593.7,1668817.4,540430.2,457879.6,779689.8,676018.0
JPN,2015-07-01,5451256.6,3034915.6,1049066.5,1364445.2,855908.3,856363.0
KOR,2015-07-01,2233172.4,1111677.0,329176.1,675040.4,795432.0,699479.7
MEX,2015-07-01,2566963.5,1704162.0,290423.9,638570.6,923412.3,941044.8
USA,2015-07-01,19868340.7,13280820.1,2887879.3,4042579.5,2282256.9,2741284.0
CAN,2015-10-01,1788054.4,1025761.3,382699.2,429453.7,552089.1,593284.4
DEU,2015-10-01,4773607.4,2506058.3,961720.2,970614.1,1900035.2,1550041.0
FRA,2015-10-01,3397285.1,1812149.5,846017.0,706266.4,1032369.8,1043577.5
GBR,2015-10-01,3353660.5,2028500.4,739415.6,576369.9,950684.6,1003837.3
IND,2015-10-01,7993169.2,4815836.2,825953.3,2183678.7,1593034.9,1564107.8
IRL,2015-10-01,370745.1,119222.9,46932.3,129526.8,442996.2,381973.3
ITA,2015-10-01,2796347.7,1669974.4,544098.8,460794.1,794463.3,685272.0
JPN,2015-10-01,5441884.7,3014769.6,1057652.7,1369577.8,846351.9,850887.9
KOR,2015-10-01,2250431.5,1132472.8,335224.1,673631.2,812599.5,721010.1
MEX,2015-10-01,2559495.6,1718018.7,290880.2,619299.8,896026.9,936034.0
USA,2015-10-01,19904993.7,13334836.9,2906469.2,4038749.4,2279159.6,2749037.3
CAN,2016-01-01,1798634.1,1027119.4,385836.0,420980.0,564627.8,594799.0
DEU,2016-01-01,4819850.7,2522324.7,971702.2,986789.0,1920058.7,1577650.9
FRA,2016-01-01,3410951.7,1830233.0,849774.9,711962.4,1028396.1,1048886.2
GBR,2016-01-01,3365507.1,2070283.5,740835.1,582531.4,947072.6,999824.1
IND,2016-01-01,8225165.9,5023959.7,704942.0,2208258.9,1604709.7,1566770.1
IRL,2016-01-01,358717.5,122466.5,47950.8,107379.1,440854.4,376782.6
ITA,2016-01-01,2801287.2,1675091.7,545601.9,472014.2,792227.0,692714.1
JPN,2016-01-01,5481967.3,3017122.9,1070365.7,1371797.3,853255.3,840866.7
KOR,2016-01-01,2259044.4,1134328.2,341907.4,680491.9,816978.3,713890.4
MEX,2016-01-01,2558016.5,1720987.5,292502.7,622564.9,892194.8,925885.8
USA,2016-01-01,20020347.0,13435508.9,2921236.5,4081018.2,2272642.0,2745762.3
CAN,2016-04-01,1789674.5,1032001.4,389945.6,417927.2,541496.4,596493.2
DEU,2016-04-01,4835467.7,2516881.8,980188.6,976578.3,1940322.3,1569232.0
FRA,2016-04-01,3402453.6,1831927.5,851659.3,708599.9,1026371.4,1027920.3
GBR,2016-04-01,3384495.4,2087944.4,741840.9,587404.1,975602.5,1011758.3
IND,2016-04-01,8371651.7,5028199.3,905078.5,2328392.1,1693665.8,1597520.3
IRL,2016-04-01,361396.1,121560.3,47528.2,119981.4,430937.9,373979.3
ITA,2016-04-01,2808966.5,1676127.3,545918.2,472600.0,801801.1,704556.7
JPN,2016-04-01,5473117.4,2998173.3,1061073.3,1371173.7,847779.9,830617.5
KOR,2016-04-01,2287370.4,1143157.7,343814.4,698876.2,828494.6,736639.5
MEX,2016-04-01,2567609.6,1714380.9,295222.0,619624.9,908476.3,942352.7
USA,2016-04-01,20084637.1,13502152.7,2925218.8,4099562.9,2290230.4,2749267.6
CAN,2016-07-01,1808247.4,1039031.7,389868.5,419137.9,557139.6,603198.2
DEU,2016-07-01,4850109.2,2528510.0,983017.4,986893.1,1936499.0,1578146.2
FRA,2016-07-01,3406732.6,1833025.3,857104.8,712515.3,1035872.6,1057763.4
GBR,2016-07-01,3398842.5,2105246.3,743362.2,603978.1,949030.4,1046004.0
IND,2016-07-01,8563493.1,5202853.5,1039043.2,2298932.4,1678455.0,1670817.1
IRL,2016-07-01,364273.5,121832.2,48012.7,128360.7,452285.8,389417.6
ITA,2016-07-01,2828910.5,1681342.0,546139.0,481253.0,808701.7,707614.2
JPN,2016-07-01,5485278.5,3010308.8,1064906.1,1379738.6,866431.4,834794.0
KOR,2016-07-01,2296279.0,1148196.3,344805.5,721408.8,822556.1,753369.0
MEX,2016-07-01,2590380.0,1728199.8,299298.4,617047.3,946147.7,955333.8
USA,2016-07-01,20227115.6,13596076.4,2941628.2,4137142.0,2327413.7,2769332.6
CAN,2016-10-01,1818392.1,1046368.5,390693.3,412251.5,562753.0,592010.2
DEU,2016-10-01,4869630.4,2550776.6,991286.4,991685.8,1942425.2,1612647.5
FRA,2016-10-01,3424559.3,1846709.7,861358.4,717138.9,1046285.1,1066745.2
GBR,2016-10-01,3419844.0,2105185.6,740281.3,598438.4,986522.4,1021407.2
IND,2016-10-01,8680280.7,5328293.2,877352.2,2323859.2,1703533.1,1730179.6
IRL,2016-10-01,399215.8,124013.8,49507.7,158269.9,452830.6,407745.4
ITA,2016-10-01,2839615.0,1687884.5,548960.4,487431.1,823935.1,722429.5
JPN,2016-10-01,5492653.4,3017494.8,1064766.1,1387600.8,885683.5,845751.1
KOR,2016-10-01,2314019.9,1150821.4,346413.5,741263.2,822532.4,749562.7
MEX,2016-10-01,2619411.1,1747188.4,300228.2,633773.9,966663.1,966541.2
USA,2016-10-01,20339234.3,13666182.7,2940908.6,4175463.7,2310053.9,2809220.3
CAN,2017-01-01,1841271.2,1057407.4,394569.7,424088.8,566686.2,611616.5
DEU,2017-01-01,4927951.4,2555786.2,988810.8,995696.9,1987490.9,1617930.0
FRA,2017-01-01,3447743.7,1852751.4,863491.0,729709.4,1053292.9,1081824.5
GBR,2017-01-01,3448544.0,2120869.4,742012.7,608573.8,1002849.9,1033502.1
IND,2017-01-01,8749687.4,5300077.0,816601.3,2332909.8,1719063.7,1676164.1
IRL,2017-01-01,396325.9,124968.5,49344.0,92379.9,469011.4,338446.2
ITA,2017-01-01,2852322.4,1696658.9,547316.3,484798.8,843250.3,730554.9
JPN,2017-01-01,5534875.7,3032949.3,1067745.7,1390775.5,906546.7,855970.4
KOR,2017-01-01,2339920.4,1158257.1,350146.5,766775.4,847682.9,795149.2
MEX,2017-01-01,2634035.4,1753764.1,296653.0,621929.1,978530.1,998812.2
USA,2017-01-01,20438264.0,13771257.0,2926161.8,4224955.1,2366286.6,2852725.1
CAN,2017-04-01,1860651.6,1070941.8,395129.1,427369.0,574409.3,622845.3
DEU,2017-04-01,4970900.7,2575579.2,994033.5,1019453.6,2021326.2,1659529.8
FRA,2017-04-01,3478520.7,1860713.8,868431.5,736008.5,1077998.7,1089052.9
GBR,2017-04-01,3470317.0,2120493.9,745940.3,616109.0,1029746.5,1061162.9
IND,2017-04-01,8929802.0,5443639.6,1099984.9,2358228.5,1760816.6,1944737.9
IRL,2017-04-01,397915.0,124735.5,49720.7,278553.1,485037.9,550155.3
ITA,2017-04-01,2863391.4,1699837.2,547602.8,490066.6,846699.3,747629.9
JPN,2017-04-01,5556705.1,3049679.7,1062969.4,1402701.6,906586.6,865133.8
KOR,2017-04-01,2357184.3,1172577.5,354947.3,780787.2,836159.3,795488.8
MEX,2017-04-01,2637938.4,1760108.0,295875.4,615013.0,944497.7,999009.4
USA,2017-04-01,20552692.3,13839554.1,2926939.7,4269308.7,2374266.1,2879843.2
CAN,2017-07-01,1861235.9,1081215.5,398082.2,430563.0,554061.1,625391.0
DEU,2017-07-01,5005553.4,2573352.6,997080.0,1026643.2,2041780.3,1661015.3
FRA,2017-07-01,3504314.4,1873411.9,872684.6,746189.5,1091059.8,1111971.2
GBR,2017-07-01,3492275.7,2134587.2,748906.6,610671.0,1054763.9,1066366.5
IND,2017-07-01,9076983.0,5452170.6,1115296.0,2462744.6,1755474.8,1847417.6
IRL,2017-07-01,419630.6,126866.6,50592.3,83833.9,503279.3,349979.0
ITA,2017-07-01,2868273.3,1700122.5,548081.1,498753.7,858746.9,753298.8
JPN,2017-07-01,5605272.5,3039952.9,1066761.4,1405292.2,928998.2,859150.5
KOR,2017-07-01,2389707.3,1184606.1,361153.5,798118.2,865584.5,812473.9
MEX,2017-07-01,2621772.8,1762111.8,297064.3,620883.4,931506.9,1002143.2
USA,2017-07-01,20714755.2,13933353.3,2926886.8,4300906.1,2388229.8,2890863.5
CAN,2017-10-01,1870679.0,1087456.4,401478.2,444135.9,564046.5,640749.5
DEU,2017-10-01,5053383.0,2599578.5,1008613.2,1032061.3,2056882.0,1685777.1
FRA,2017-10-01,3525989.0,1874746.3,873990.1,753547.1,1113272.3,1120067.6
GBR,2017-10-01,3518005.3,2145958.0,748569.2,620088.6,1031919.0,1046978.4
IND,2017-10-01,9247513.6,5554712.4,968824.0,2532645.3,1780626.6,1974020.9
IRL,2017-10-01,434308.8,127811.4,50910.6,83249.4,564185.6,385951.2
ITA,2017-10-01,2885386.3,1704686.2,549715.2,505851.7,869561.5,771950.3
JPN,2017-10-01,5608731.4,3049571.8,1066523.0,1403522.9,939721.6,883191.6
KOR,2017-10-01,2384269.3,1192094.3,361851.9,779014.7,823107.3,784317.7
MEX,2017-10-01,2658546.6,1765249.0,301923.2,623607.4,989827.5,1020675.5
USA,2017-10-01,20948220.2,14085626.9,2940237.5,4402789.3,2450095.6,2971726.6
CAN,2018-01-01,1892426.0,1094749.9,405310.7,446090.9,573503.4,648812.0
DEU,2018-01-01,5028857.1,2600505.8,1001622.5,1036670.6,2087897.8,1712354.7
FRA,2018-01-01,3523163.8,1881993.0,872984.7,754426.7,1111786.1,1128526.4
GBR,2018-01-01,3520262.1,2161017.8,746430.4,616702.5,1052235.4,1066411.7
IND,2018-01-01,9446053.5,5710279.7,887671.5,2654834.2,1807958.5,2071232.9
IRL,2018-01-01,435716.4,130803.2,51811.7,90798.6,498938.2,336078.4
ITA,2018-01-01,2880286.7,1707233.8,549500.7,504587.7,860406.9,756913.6
JPN,2018-01-01,5612729.4,3044637.4,1074681.2,1409932.0,955004.2,888237.3
KOR,2018-01-01,2418913.4,1207680.8,369303.5,796697.8,850025.5,821752.4
MEX,2018-01-01,2692262.1,1790866.6,307844.9,636720.2,1007830.0,1058845.1
USA,2018-01-01,21118615.0,14187621.5,2945344.0,4468914.9,2465959.4,2984031.4
CAN,2018-04-01,1907187.7,1101166.6,409419.4,446698.5,591192.4,659947.9
