country,date,Y,C,G,I,EX,IM
CAN,1990-01-01,1015714.7,518707.4,271355.6,223461.1,207736.8,200021.9
DEU,1990-01-01,3220806.5,1811014.8,569128.8,725261.2,527153.8,489620.3
FRA,1990-01-01,2244890.8,1170205.4,554966.9,517196.6,352329.9,353194.4
GBR,1990-01-01,2038060.5,1141647.3,450827.1,404835.9,345478.9,331416.2
IRL,1990-01-01,99243.7,47489.0,21623.8,23005.3,29526.0,33508.4
ITA,1990-01-01,2367413.3,1370067.2,498668.7,482494.9,367618.3,362964.6
JPN,1990-01-01,4157427.8,2268122.9,619157.5,1435921.9,296330.3,387406.6
KOR,1990-01-01,574706.9,364524.3,100549.4,215160.4,59071.6,91519.8
MEX,1990-01-01,1369123.5,829927.7,173806.6,271180.9,181570.0,153058.0
USA,1990-01-01,10586013.9,6652253.3,2058127.8,1807710.7,656209.0,710056.9
CAN,1990-04-01,1011639.4,513004.9,268140.7,218060.8,215297.9,200508.0
DEU,1990-04-01,3236642.0,1831529.0,575109.7,721866.7,510684.1,494919.7
FRA,1990-04-01,2256951.6,1177099.0,557087.4,519127.1,343192.9,355750.1
GBR,1990-04-01,2051775.3,1154707.7,452507.6,399064.4,344714.6,330527.2
IRL,1990-04-01,101287.4,47469.6,21979.9,23665.3,30056.9,33664.8
ITA,1990-04-01,2374628.8,1387423.9,502732.9,485835.9,386152.7,370764.2
JPN,1990-04-01,4288551.8,2345559.6,628565.6,1468536.5,303291.3,391574.3
KOR,1990-04-01,587662.4,372525.7,102575.1,222357.8,59682.7,94023.4
MEX,1990-04-01,1398830.8,852497.4,181445.2,285463.3,137229.9,153397.6
USA,1990-04-01,10624437.9,6672518.1,2062818.2,1773758.7,664369.0,708866.3
CAN,1990-07-01,1004389.3,513307.8,274063.9,212077.7,214049.7,196716.7
DEU,1990-07-01,3304803.5,1849201.8,572859.4,732976.1,576624.6,532994.9
FRA,1990-07-01,2271617.2,1177997.0,563753.0,522012.4,348651.1,357334.9
GBR,1990-07-01,2029248.0,1147883.5,456116.9,395407.1,344295.8,324936.8
IRL,1990-07-01,102561.3,47507.3,22233.2,23732.4,30403.2,33713.4
ITA,1990-07-01,2378436.4,1384216.0,505318.6,479776.5,384530.8,368979.4
JPN,1990-07-01,4360459.7,2367765.6,630287.9,1508857.5,301197.6,386877.1
KOR,1990-07-01,608487.6,380417.5,103659.3,238732.4,62541.3,97035.9
MEX,1990-07-01,1417912.8,876809.0,180634.0,295589.6,167850.1,175778.4
USA,1990-07-01,10631511.8,6698952.5,2062656.5,1758495.8,669397.6,706003.7
CAN,1990-10-01,995446.1,511669.3,277118.3,204472.8,208368.4,194082.5
DEU,1990-10-01,3362982.0,1861940.3,575642.7,748251.2,606479.8,560932.1
FRA,1990-10-01,2270526.4,1187284.7,567769.4,521647.0,353851.3,355173.5
GBR,1990-10-01,2018956.2,1141125.6,460190.9,391014.9,347101.7,319356.4
IRL,1990-10-01,103027.6,47652.8,22367.7,23215.7,30613.9,33734.2
ITA,1990-10-01,2362986.4,1390051.5,508472.0,477460.3,391747.8,394340.0
JPN,1990-10-01,4352175.7,2345474.9,639211.5,1534694.7,312352.0,408097.0
KOR,1990-10-01,620089.4,388700.6,105134.2,242593.6,62378.3,101560.8
MEX,1990-10-01,1435933.8,878474.6,182584.4,310220.7,179219.6,180749.0
USA,1990-10-01,10534722.1,6647990.3,2079315.6,1725634.0,675291.5,687070.0
CAN,1991-01-01,981125.5,501487.3,275682.1,206181.7,204117.2,194555.5
DEU,1991-01-01,3454410.9,1928545.4,575748.7,760298.6,629538.8,569808.6
FRA,1991-01-01,2276500.5,1186173.1,573040.6,517040.1,357671.5,367216.4
GBR,1991-01-01,2009012.4,1130789.9,461381.2,373202.9,333957.0,308743.2
IRL,1991-01-01,103053.2,47890.0,22442.0,22433.6,30853.1,33827.5
ITA,1991-01-01,2386616.8,1407112.9,509750.3,486081.3,377960.7,372984.1
JPN,1991-01-01,4390097.0,2353876.5,647847.2,1551528.3,312513.8,384054.2
KOR,1991-01-01,642776.3,395142.2,105284.2,251889.0,65359.4,107731.8
MEX,1991-01-01,1439891.3,869425.1,188427.6,311205.6,169450.5,174923.5
USA,1991-01-01,10485425.8,6622991.5,2100503.4,1670345.2,679416.6,679240.5
CAN,1991-04-01,985834.5,509929.4,280863.8,203826.1,213143.8,198306.8
DEU,1991-04-01,3439281.5,1926071.4,584887.6,767904.9,593024.4,573605.1
FRA,1991-04-01,2284907.4,1188014.2,580569.0,519299.7,368145.7,367217.0
GBR,1991-04-01,2006691.8,1117423.0,473182.9,367629.3,345018.2,310104.4
IRL,1991-04-01,103076.5,48191.2,22526.7,21731.5,31287.6,34081.8
ITA,1991-04-01,2399556.3,1412141.5,512493.0,487161.4,370058.3,384356.7
JPN,1991-04-01,4442181.6,2388587.9,649950.7,1512716.8,313781.4,384347.2
KOR,1991-04-01,653731.3,405189.9,106851.7,262876.3,68889.8,112942.6
MEX,1991-04-01,1461924.9,891109.7,191631.2,319131.3,173921.1,187905.1
USA,1991-04-01,10567179.6,6677879.9,2100826.9,1675017.5,704188.4,691312.9
CAN,1991-07-01,987142.0,509701.8,278826.1,204490.5,221320.6,207485.5
DEU,1991-07-01,3432936.8,1894898.0,601098.2,770092.9,621891.8,581033.1
FRA,1991-07-01,2294170.2,1186212.3,583685.7,518659.1,378645.4,367461.7
GBR,1991-07-01,2002770.0,1119667.4,469618.2,360942.0,350357.8,311972.9
IRL,1991-07-01,103476.3,48542.9,22684.5,21406.5,32088.0,34594.3
ITA,1991-07-01,2415250.7,1433554.3,515214.9,486200.1,368097.6,388576.6
JPN,1991-07-01,4432347.5,2381313.0,657457.9,1511591.1,321268.2,393695.8
KOR,1991-07-01,668617.4,417324.6,108839.7,262300.9,65922.2,118901.4
MEX,1991-07-01,1464643.3,910731.6,201643.1,315987.2,178080.9,195729.7
USA,1991-07-01,10620581.7,6711174.6,2088858.2,1679689.8,720858.4,710767.8
CAN,1991-10-01,988876.6,512678.5,281005.5,207334.6,220955.7,211463.3
DEU,1991-10-01,3481253.7,1924339.5,606864.4,787597.4,622847.7,579712.6
FRA,1991-10-01,2305241.2,1190659.3,588821.8,514221.9,386622.8,365901.7
GBR,1991-10-01,2005247.2,1113944.7,468848.0,362259.1,349321.3,316518.5
IRL,1991-10-01,104350.7,48921.1,22916.9,21508.8,33248.8,35348.5
ITA,1991-10-01,2427354.6,1431162.1,516035.4,491022.8,381149.6,384386.6
JPN,1991-10-01,4463477.4,2409999.5,664067.3,1518497.9,328878.9,394151.2
KOR,1991-10-01,685835.6,425582.0,110759.7,274719.2,73388.2,121296.0
MEX,1991-10-01,1491097.2,927636.3,180152.4,343242.4,178451.1,205751.4
USA,1991-10-01,10657599.2,6707816.7,2078992.1,1681870.2,737090.1,726469.2
CAN,1992-01-01,989574.7,512847.3,281458.2,205896.6,222899.3,211203.0
DEU,1992-01-01,3530423.6,1965100.2,618316.3,812029.6,630637.0,599851.5
FRA,1992-01-01,2321728.9,1193607.4,592359.8,516333.7,394099.3,378660.3
GBR,1992-01-01,2004551.1,1111766.6,470687.6,363214.4,353100.8,322028.6
IRL,1992-01-01,105476.5,49296.8,23157.6,21797.5,34572.6,36204.4
ITA,1992-01-01,2438206.9,1450927.4,517944.0,490921.1,385011.7,409967.8
JPN,1992-01-01,4464865.6,2445232.4,665500.7,1483626.3,330292.7,389738.7
KOR,1992-01-01,697703.0,429938.7,111816.9,281530.2,73593.2,122025.8
MEX,1992-01-01,1490966.9,895483.2,190131.4,344459.4,183179.6,223535.5
USA,1992-01-01,10785197.5,6833410.0,2086270.4,1705854.6,750416.1,731746.5
CAN,1992-04-01,990702.4,514970.6,279873.2,197381.2,229204.7,213453.6
DEU,1992-04-01,3508950.4,1959409.9,624735.6,803173.8,600051.4,583179.9
FRA,1992-04-01,2324335.9,1196198.9,596683.3,509200.6,397099.4,375851.3
GBR,1992-04-01,2001441.5,1132065.3,472578.2,361049.4,361790.7,336750.5
IRL,1992-04-01,106605.8,49649.6,23340.9,21997.4,35863.7,37023.0
ITA,1992-04-01,2427767.7,1462049.8,519930.6,487881.7,393973.5,412671.7
JPN,1992-04-01,4480499.5,2433404.6,666530.9,1522544.1,331675.6,389711.6
KOR,1992-04-01,702955.8,437352.1,113617.8,270612.9,75421.6,121381.9
MEX,1992-04-01,1515416.1,943742.3,191330.8,357609.9,185281.5,230166.2
USA,1992-04-01,10902141.8,6879797.4,2090637.3,1752577.6,750773.1,743776.3
CAN,1992-07-01,996068.6,517723.2,279814.0,201366.7,232706.0,216997.4
DEU,1992-07-01,3499677.8,1968316.3,633983.7,782128.0,617064.6,580373.7
FRA,1992-07-01,2321663.1,1203887.2,603586.1,503249.0,392573.3,369035.6
GBR,1992-07-01,2010961.7,1147659.9,472501.8,362468.3,354556.1,333159.2
IRL,1992-07-01,107525.4,49961.2,23405.5,21866.6,36949.3,37683.9
ITA,1992-07-01,2417394.6,1440815.4,518409.6,474944.7,399978.3,410008.1
JPN,1992-07-01,4485771.4,2434164.2,674542.7,1502991.2,333027.6,382564.6
KOR,1992-07-01,703801.7,442266.7,116074.2,259895.2,77568.8,117358.1
MEX,1992-07-01,1529487.9,957917.8,194181.8,367085.3,181367.7,229653.9
USA,1992-07-01,11009867.0,6953543.1,2111339.9,1767684.7,766683.0,755500.7
CAN,1992-10-01,1001743.9,519621.5,284310.9,193031.6,239072.6,212484.9
DEU,1992-10-01,3489429.1,1982170.9,635289.3,782648.9,588390.6,588627.0
FRA,1992-10-01,2322103.5,1211378.1,609256.6,495821.5,389180.8,364503.2
GBR,1992-10-01,2026457.5,1152852.6,474653.4,353734.7,368726.8,337071.9
IRL,1992-10-01,108188.7,50245.9,23356.2,21395.7,37795.9,38198.0
ITA,1992-10-01,2407727.8,1422126.7,516803.2,461151.8,414496.8,396902.5
JPN,1992-10-01,4457174.6,2424421.3,683095.1,1461930.4,337425.8,378336.8
KOR,1992-10-01,714878.2,451660.5,117129.0,265170.1,80189.1,121515.5
MEX,1992-10-01,1530762.1,971243.0,196231.9,361031.7,184739.9,232774.9
USA,1992-10-01,11124684.0,7036420.9,2118294.7,1806309.0,770526.3,773586.0
CAN,1993-01-01,1008104.2,522397.4,281590.9,190892.8,247731.8,222128.8
DEU,1993-01-01,3462098.0,1974254.1,637791.7,765534.6,568175.9,532376.8
FRA,1993-01-01,2309557.8,1198426.7,615829.9,487079.3,394275.9,363332.2
GBR,1993-01-01,2036592.7,1164853.0,470458.5,362281.7,373035.1,339829.5
IRL,1993-01-01,108730.3,50551.9,23270.7,20833.6,38518.6,38717.6
ITA,1993-01-01,2402649.4,1404057.9,513971.8,439359.3,420518.9,369315.8
JPN,1993-01-01,4507400.6,2458806.2,686369.2,1505722.5,341096.9,380454.8
KOR,1993-01-01,729729.7,460369.4,116999.3,277639.0,80466.5,122469.0
MEX,1993-01-01,1534549.4,949859.6,196353.2,338018.0,193308.3,220916.6
USA,1993-01-01,11143255.9,7063398.4,2100179.9,1807243.4,772246.0,790335.5
CAN,1993-04-01,1017286.9,524297.4,282793.1,195429.8,254828.2,229111.5
DEU,1993-04-01,3463562.2,1962131.6,635071.7,759178.6,555558.3,536833.8
FRA,1993-04-01,2309667.5,1207927.9,622523.2,478491.2,383997.4,351778.1
GBR,1993-04-01,2045677.9,1172472.2,466530.9,360269.3,367910.2,337172.4
IRL,1993-04-01,109307.4,50927.1,23229.7,20436.8,39257.2,39401.0
ITA,1993-04-01,2398594.3,1396997.7,509882.6,428060.5,420059.1,356442.9
JPN,1993-04-01,4478862.2,2441132.3,690934.3,1459708.9,334332.2,375616.4
KOR,1993-04-01,748147.8,465404.1,121265.2,290281.1,82316.6,125528.2
MEX,1993-04-01,1534926.6,951411.4,197240.3,337942.0,192935.2,230345.2
USA,1993-04-01,11208128.7,7127647.0,2091446.0,1844933.3,781475.9,806664.8
CAN,1993-07-01,1027015.7,527754.6,279524.5,199666.6,256785.2,230435.2
DEU,1993-07-01,3483083.4,1975243.7,633439.6,764492.7,557278.9,544427.4
FRA,1993-07-01,2312496.7,1209049.3,623702.9,472249.8,391043.9,354083.2
GBR,1993-07-01,2064410.9,1193764.8,471941.7,360704.6,374333.4,344520.8
IRL,1993-07-01,110087.2,51428.9,23309.7,20444.0,40161.7,40422.4
ITA,1993-07-01,2392871.4,1398150.2,509516.1,414753.1,437281.7,359507.7
JPN,1993-07-01,4446710.1,2440242.8,698039.3,1428238.7,334469.0,379389.9
KOR,1993-07-01,761833.0,474682.6,119005.6,294331.9,86486.5,130719.2
MEX,1993-07-01,1552825.0,953359.6,197477.7,345618.4,198026.4,235294.8
USA,1993-07-01,11261608.9,7206972.2,2092093.0,1864712.6,779375.2,817287.6
CAN,1993-10-01,1031408.7,529081.5,279296.8,202422.8,264265.0,236461.4
DEU,1993-10-01,3480643.1,1990830.0,632460.5,752510.0,567411.2,545417.9
FRA,1993-10-01,2318581.1,1213199.6,625070.8,470898.7,404993.2,365039.4
GBR,1993-10-01,2078467.9,1202891.3,471578.8,368234.1,384682.6,348875.6
IRL,1993-10-01,111190.3,52044.9,23527.1,20917.5,41325.2,41819.6
ITA,1993-10-01,2410696.3,1399491.4,507933.5,412529.6,454298.8,354504.3
JPN,1993-10-01,4474724.5,2492809.8,700284.2,1406148.1,327431.4,385082.6
KOR,1993-10-01,776833.0,486404.4,120157.4,301807.1,88515.1,137571.3
MEX,1993-10-01,1562600.7,971562.2,199515.5,372492.7,210052.0,246529.9
USA,1993-10-01,11414783.6,7270237.1,2097592.1,1934952.8,804495.0,850121.1
CAN,1994-01-01,1046616.6,537696.8,275228.4,205044.8,265992.9,236343.4
DEU,1994-01-01,3529082.4,1993861.2,651527.7,776161.7,586287.8,556682.6
FRA,1994-01-01,2334317.9,1213668.8,623859.9,478282.9,404833.3,371367.4
GBR,1994-01-01,2098941.4,1216241.6,470929.5,372671.6,399015.7,357087.9
IRL,1994-01-01,112692.2,52690.6,23829.6,21710.4,42785.6,43484.2
ITA,1994-01-01,2424658.0,1404264.7,508647.5,416380.9,460186.0,371996.5
JPN,1994-01-01,4514352.5,2493905.3,708723.0,1417195.0,342094.0,398501.9
KOR,1994-01-01,799898.1,500820.4,120726.0,318426.7,91952.4,147756.5
MEX,1994-01-01,1578046.4,978674.5,202682.5,390752.4,208774.3,262516.9
USA,1994-01-01,11525548.4,7353392.2,2091446.0,1939157.9,812392.3,869927.0
CAN,1994-04-01,1061895.7,538542.4,278712.2,211482.6,284894.9,247228.4
DEU,1994-04-01,3549580.7,2000541.3,656315.1,784289.0,613241.3,580785.7
FRA,1994-04-01,2357741.2,1224584.6,623969.0,482742.0,418893.5,384508.7
GBR,1994-04-01,2118179.2,1215711.5,478090.8,365198.6,400266.8,360282.4
IRL,1994-04-01,114641.3,53290.2,24157.6,22642.9,44571.3,45306.7
ITA,1994-04-01,2444842.2,1412365.0,504905.0,427795.6,463534.3,379824.1
JPN,1994-04-01,4490002.0,2508175.5,717526.8,1434739.4,343977.7,405967.1
KOR,1994-04-01,813217.8,509126.1,122553.9,323475.4,97205.2,154739.2
MEX,1994-04-01,1614094.7,1000588.6,203980.0,401743.2,213855.3,273381.3
USA,1994-04-01,11681740.6,7410605.7,2093710.4,1984790.6,839820.2,902340.2
CAN,1994-07-01,1075509.6,540897.7,278976.7,211614.1,296125.9,249507.7
DEU,1994-07-01,3570078.6,2008210.9,656532.7,788769.6,610756.3,592342.0
FRA,1994-07-01,2379037.2,1231112.8,624396.6,486643.6,429699.6,394576.6
GBR,1994-07-01,2139580.9,1228092.9,477772.5,367657.5,412097.5,358484.3
IRL,1994-07-01,117150.7,53781.2,24465.7,23585.8,46757.7,47227.2
ITA,1994-07-01,2465295.5,1426027.4,499584.2,430173.8,485443.7,396674.5
JPN,1994-07-01,4541353.5,2525681.9,722942.7,1440654.8,350269.5,418214.1
KOR,1994-07-01,826328.6,519531.7,124296.9,332857.6,102867.9,164492.8
MEX,1994-07-01,1623110.5,1019209.6,202852.0,400464.2,221744.9,279283.0
USA,1994-07-01,11750030.3,7467110.9,2117162.5,2015939.2,871253.0,927714.1
CAN,1994-10-01,1083322.4,547224.3,277532.4,213104.5,307859.4,261343.2
DEU,1994-10-01,3610098.5,2016375.3,664693.1,805232.6,614197.2,603568.0
FRA,1994-10-01,2401463.2,1236423.3,624725.6,488713.3,451831.3,411877.5
GBR,1994-10-01,2148880.7,1233525.7,476104.7,369686.9,422666.7,373181.1
IRL,1994-10-01,120117.2,54165.5,24728.8,24474.8,49250.4,49175.7
ITA,1994-10-01,2488811.6,1442066.0,494384.6,437673.5,506905.4,417038.5
JPN,1994-10-01,4523863.0,2527229.0,724541.8,1433106.9,351740.0,422366.0
KOR,1994-10-01,859804.6,535383.4,125575.0,356464.3,111737.8,182335.5
MEX,1994-10-01,1640618.9,1023025.9,203711.6,387065.1,227373.2,286025.2
USA,1994-10-01,11884635.1,7547840.4,2102929.5,2055030.8,891366.3,953816.8
CAN,1995-01-01,1093276.0,547020.1,277212.4,207809.8,316367.5,261394.4
DEU,1995-01-01,3595578.3,2014704.8,656831.9,785096.8,639048.0,606206.8
FRA,1995-01-01,2412811.3,1237701.7,623410.3,493239.9,459231.0,409924.9
GBR,1995-01-01,2159938.4,1235489.0,481076.2,364785.9,440800.2,366721.7
IRL,1995-01-01,127031.4,53453.5,25467.1,25849.5,51206.9,50091.8
ITA,1995-01-01,2514395.6,1435769.2,486997.7,441634.6,531807.3,415944.6
JPN,1995-01-01,4572997.0,2548374.8,739643.4,1423870.8,356189.8,436495.3
KOR,1995-01-01,878796.1,554526.4,125319.4,367464.1,117792.2,190162.7
MEX,1995-01-01,1565172.4,962967.5,202267.1,277382.9,274014.0,217852.5
USA,1995-01-01,11926799.5,7566626.6,2107896.5,2098456.4,908536.6,974745.0
CAN,1995-04-01,1093740.5,551226.0,276396.6,207319.5,309532.0,263487.9
DEU,1995-04-01,3624862.2,2030539.4,668582.4,793328.0,643827.0,622715.7
FRA,1995-04-01,2428631.8,1256216.3,624239.7,490702.7,470799.0,421889.4
GBR,1995-04-01,2164481.0,1244159.3,482877.7,365436.0,435083.7,379997.0
IRL,1995-04-01,128691.6,54927.8,24683.9,25816.4,53012.8,51213.7
ITA,1995-04-01,2514234.2,1439055.7,485746.6,450373.7,555312.9,431976.0
JPN,1995-04-01,4616780.2,2569903.5,741041.8,1460307.2,361499.3,449590.6
KOR,1995-04-01,895552.2,566930.2,127089.9,371903.6,124344.7,199193.8
MEX,1995-04-01,1470676.6,932662.2,200973.8,242072.8,263286.0,224128.7
USA,1995-04-01,11962379.9,7632960.6,2112085.1,2095381.9,921276.0,984002.2
CAN,1995-07-01,1095186.0,557238.4,274163.4,206818.6,309852.4,262316.2
DEU,1995-07-01,3631206.8,2037961.9,678918.5,792077.7,648414.8,627338.2
FRA,1995-07-01,2432427.2,1252676.0,626597.3,490102.5,464221.1,425287.1
GBR,1995-07-01,2188609.4,1249096.4,481719.1,367985.4,449547.6,388284.7
IRL,1995-07-01,129591.9,56259.6,24643.5,27937.7,55104.9,54650.8
ITA,1995-07-01,2531184.9,1450343.1,484591.2,460933.0,538094.6,433208.9
JPN,1995-07-01,4670678.0,2583567.0,750295.5,1499970.9,364906.1,474664.0
KOR,1995-07-01,914388.4,576985.2,129082.8,383355.9,128200.7,204978.5
MEX,1995-07-01,1502140.5,938081.5,202206.3,250466.1,273406.3,230490.3
USA,1995-07-01,12064146.9,7702133.6,2115226.5,2110754.2,961143.5,987383.0
CAN,1995-10-01,1099605.9,557450.5,271655.0,207813.4,321547.3,265120.5
DEU,1995-10-01,3632671.1,2045136.9,688928.2,784575.8,658546.3,634271.9
FRA,1995-10-01,2431466.2,1253472.5,629294.4,489940.3,465741.9,422674.9
GBR,1995-10-01,2195530.6,1264415.8,483787.9,369749.1,455834.7,391243.2
IRL,1995-10-01,131516.7,57134.6,23040.8,28487.8,57429.6,56878.5
ITA,1995-10-01,2548870.7,1442679.1,484663.3,483359.0,534769.0,435689.5
JPN,1995-10-01,4682522.5,2601577.4,752739.8,1520968.9,363857.8,497335.4
KOR,1995-10-01,931723.7,590864.8,130362.8,381897.4,130435.6,205845.6
MEX,1995-10-01,1536537.7,944947.3,200579.9,272072.7,282476.0,235808.6
USA,1995-10-01,12146072.3,7755860.5,2087346.4,2146809.2,974862.5,1000003.2
CAN,1996-01-01,1101201.6,565071.1,271853.1,212391.3,322449.8,270858.6
DEU,1996-01-01,3607050.2,2054414.6,681638.6,743915.7,668342.0,636375.9
FRA,1996-01-01,2448368.2,1273896.4,633789.9,493336.9,474897.9,427601.0
GBR,1996-01-01,2210231.6,1279028.2,486499.7,379251.4,465665.7,406397.0
IRL,1996-01-01,137147.7,57927.5,26493.6,30005.7,58114.6,57063.4
ITA,1996-01-01,2549106.9,1462580.4,486725.3,472832.8,524858.8,420682.8
JPN,1996-01-01,4720719.4,2594844.9,759393.2,1553262.2,369680.2,506538.3
KOR,1996-01-01,950437.0,601680.4,133425.4,398958.8,138499.7,217960.1
MEX,1996-01-01,1572491.7,959141.5,199891.1,285081.1,304342.5,246253.9
USA,1996-01-01,12237052.5,7827391.0,2095723.5,2198515.9,986595.1,1032510.4
CAN,1996-04-01,1109041.3,566147.9,271828.9,212445.4,334963.4,270435.9
DEU,1996-04-01,3657317.2,2063816.0,688928.3,801532.8,670253.8,640667.9
